job_id,model,train_bins,val_bin,jac_mean,jac_std,jac0,jac1,jac2,jac3,jac4,jac5,jac6,jac7,jac8,jac9,jac10,jac11,jac12,jac13,jac14,jac15,d_model,batch_size,input_size,patch_size
12043931,C-RADIOv2-B,0_30_60_90,0,0.623,0.151,0.961,0.598,0.621,0.592,0.522,0.58,0.57,0.553,0.477,0.361,0.646,0.851,0.454,0.627,0.715,0.841,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,15,0.605,0.161,0.96,0.596,0.61,0.545,0.496,0.56,0.548,0.543,0.433,0.342,0.631,0.841,0.399,0.643,0.698,0.837,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,30,0.635,0.147,0.963,0.635,0.644,0.573,0.605,0.572,0.564,0.558,0.474,0.378,0.648,0.848,0.459,0.691,0.698,0.843,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,45,0.62,0.154,0.962,0.64,0.609,0.549,0.494,0.567,0.559,0.553,0.451,0.36,0.652,0.832,0.459,0.693,0.692,0.845,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,60,0.637,0.14,0.964,0.645,0.636,0.542,0.632,0.587,0.572,0.563,0.477,0.402,0.651,0.815,0.479,0.696,0.692,0.845,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,75,0.61,0.154,0.962,0.622,0.611,0.507,0.531,0.571,0.549,0.53,0.416,0.391,0.648,0.811,0.415,0.675,0.678,0.839,768,4,512,16
12043931,C-RADIOv2-B,0_30_60_90,90,0.617,0.15,0.963,0.624,0.629,0.54,0.532,0.563,0.539,0.521,0.5,0.399,0.655,0.828,0.405,0.666,0.668,0.841,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,0,0.747,0.138,0.968,0.818,0.831,0.728,0.477,0.785,0.76,0.732,0.526,0.559,0.712,0.837,0.595,0.869,0.863,0.898,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,15,0.74,0.145,0.968,0.839,0.817,0.743,0.503,0.77,0.74,0.715,0.49,0.54,0.703,0.854,0.534,0.874,0.851,0.892,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,30,0.759,0.129,0.97,0.855,0.835,0.761,0.54,0.772,0.749,0.724,0.557,0.568,0.706,0.87,0.613,0.881,0.849,0.895,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,45,0.749,0.138,0.97,0.844,0.818,0.762,0.483,0.764,0.749,0.73,0.536,0.534,0.707,0.851,0.613,0.876,0.855,0.9,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,60,0.76,0.129,0.971,0.845,0.838,0.771,0.555,0.772,0.758,0.746,0.513,0.554,0.712,0.846,0.654,0.87,0.86,0.901,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,75,0.742,0.142,0.97,0.838,0.824,0.729,0.513,0.761,0.735,0.722,0.461,0.575,0.692,0.842,0.576,0.868,0.863,0.897,768,4,512,16
12043900,clip-vit-base-patch16,0_30_60_90,90,0.756,0.125,0.971,0.831,0.835,0.741,0.571,0.763,0.739,0.713,0.534,0.597,0.717,0.852,0.597,0.874,0.859,0.896,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,0,0.53,0.175,0.948,0.544,0.589,0.444,0.275,0.512,0.485,0.531,0.343,0.425,0.488,0.475,0.273,0.653,0.693,0.804,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,15,0.534,0.181,0.95,0.614,0.571,0.466,0.314,0.498,0.467,0.52,0.316,0.419,0.474,0.523,0.223,0.694,0.686,0.804,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,30,0.549,0.173,0.953,0.661,0.58,0.498,0.337,0.499,0.474,0.524,0.356,0.441,0.482,0.541,0.254,0.711,0.674,0.806,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,45,0.543,0.181,0.953,0.676,0.565,0.494,0.311,0.496,0.466,0.517,0.347,0.422,0.459,0.537,0.24,0.717,0.676,0.808,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,60,0.546,0.175,0.954,0.664,0.587,0.488,0.353,0.506,0.462,0.513,0.332,0.429,0.47,0.524,0.261,0.709,0.673,0.806,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,75,0.526,0.18,0.952,0.641,0.571,0.461,0.307,0.49,0.438,0.492,0.311,0.421,0.464,0.477,0.248,0.677,0.67,0.796,768,4,512,16
12043940,siglip2-base-patch16-512,0_30_60_90,90,0.525,0.179,0.952,0.61,0.579,0.459,0.282,0.487,0.44,0.492,0.33,0.445,0.485,0.459,0.244,0.673,0.673,0.798,768,4,512,16
12043929,dino_vitb16,0_30_60_90,0,0.767,0.14,0.976,0.82,0.834,0.748,0.506,0.807,0.779,0.768,0.526,0.595,0.757,0.855,0.577,0.889,0.902,0.929,768,4,512,16
12043929,dino_vitb16,0_30_60_90,15,0.747,0.156,0.974,0.829,0.815,0.715,0.515,0.793,0.76,0.749,0.488,0.534,0.736,0.859,0.482,0.893,0.887,0.923,768,4,512,16
12043929,dino_vitb16,0_30_60_90,30,0.781,0.127,0.977,0.851,0.843,0.755,0.638,0.797,0.776,0.767,0.554,0.575,0.759,0.88,0.589,0.905,0.893,0.93,768,4,512,16
12043929,dino_vitb16,0_30_60_90,45,0.763,0.144,0.976,0.847,0.825,0.744,0.515,0.794,0.77,0.764,0.537,0.559,0.735,0.866,0.547,0.902,0.891,0.93,768,4,512,16
12043929,dino_vitb16,0_30_60_90,60,0.785,0.121,0.978,0.849,0.842,0.764,0.648,0.806,0.776,0.783,0.55,0.608,0.742,0.867,0.62,0.9,0.895,0.93,768,4,512,16
12043929,dino_vitb16,0_30_60_90,75,0.757,0.147,0.976,0.834,0.83,0.732,0.529,0.792,0.759,0.756,0.473,0.584,0.726,0.858,0.545,0.889,0.898,0.926,768,4,512,16
12043929,dino_vitb16,0_30_60_90,90,0.773,0.128,0.978,0.836,0.839,0.743,0.569,0.794,0.759,0.748,0.599,0.611,0.746,0.866,0.556,0.898,0.901,0.929,768,4,512,16
12043930,dinov2_vitb14,0_30_60_90,0,0.759,0.141,0.968,0.829,0.829,0.784,0.542,0.799,0.782,0.722,0.499,0.555,0.725,0.889,0.566,0.88,0.868,0.909,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,15,0.748,0.153,0.967,0.846,0.83,0.784,0.551,0.78,0.763,0.71,0.463,0.526,0.71,0.894,0.507,0.886,0.853,0.901,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,30,0.764,0.133,0.969,0.858,0.835,0.79,0.599,0.775,0.767,0.713,0.519,0.548,0.72,0.895,0.595,0.889,0.851,0.902,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,45,0.758,0.142,0.969,0.85,0.822,0.797,0.513,0.779,0.771,0.724,0.501,0.537,0.71,0.888,0.616,0.888,0.855,0.905,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,60,0.772,0.127,0.971,0.849,0.844,0.814,0.595,0.789,0.776,0.735,0.52,0.555,0.733,0.884,0.657,0.875,0.853,0.905,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,75,0.75,0.146,0.969,0.84,0.832,0.778,0.519,0.781,0.762,0.713,0.448,0.558,0.707,0.876,0.591,0.872,0.856,0.901,768,4,504,14
12043930,dinov2_vitb14,0_30_60_90,90,0.758,0.135,0.97,0.837,0.844,0.779,0.549,0.776,0.761,0.706,0.51,0.58,0.706,0.889,0.585,0.88,0.851,0.901,768,4,504,14
12043941,tips-b14,0_30_60_90,0,0.624,0.159,0.957,0.671,0.678,0.524,0.333,0.602,0.611,0.647,0.45,0.481,0.644,0.574,0.417,0.737,0.827,0.83,768,4,504,14
12043941,tips-b14,0_30_60_90,15,0.612,0.175,0.957,0.676,0.668,0.5,0.294,0.578,0.587,0.634,0.406,0.443,0.638,0.669,0.355,0.76,0.813,0.822,768,4,504,14
12043941,tips-b14,0_30_60_90,30,0.65,0.156,0.961,0.718,0.719,0.559,0.38,0.592,0.616,0.651,0.459,0.498,0.683,0.687,0.428,0.809,0.814,0.831,768,4,504,14
12043941,tips-b14,0_30_60_90,45,0.635,0.166,0.961,0.694,0.702,0.551,0.362,0.582,0.601,0.649,0.426,0.437,0.66,0.679,0.402,0.811,0.818,0.832,768,4,504,14
12043941,tips-b14,0_30_60_90,60,0.651,0.159,0.962,0.71,0.71,0.591,0.425,0.596,0.617,0.667,0.443,0.48,0.683,0.7,0.369,0.82,0.805,0.84,768,4,504,14
12043941,tips-b14,0_30_60_90,75,0.619,0.182,0.96,0.673,0.705,0.535,0.321,0.587,0.594,0.643,0.388,0.469,0.664,0.645,0.283,0.802,0.808,0.825,768,4,504,14
12043941,tips-b14,0_30_60_90,90,0.631,0.176,0.962,0.679,0.714,0.557,0.323,0.597,0.603,0.653,0.416,0.512,0.672,0.668,0.297,0.784,0.818,0.836,768,4,504,14
